,creditability,age.in.years_woe,credit.amount_woe,credit.history_woe,duration.in.month_woe,foreign.worker_woe,housing_woe,installment.rate.in.percentage.of.disposable.income_woe,job_woe,number.of.existing.credits.at.this.bank_woe,number.of.people.being.liable.to.provide.maintenance.for_woe,other.debtors.or.guarantors_woe,other.installment.plans_woe,personal.status.and.sex_woe,present.employment.since_woe,present.residence.since_woe,property_woe,purpose_woe,savings.account.and.bonds_woe,status.of.existing.checking.account_woe,telephone_woe
768,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,0.461034959,0.805625164,0.762140052,1.176263223,-0.064691321
769,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,-0.40444522,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
770,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,0.410062817,-0.271357844,1.176263223,0.098637588
771,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,0.805625164,0.762140052,-0.614203978,-0.064691321
772,bad,-0.528844129,-0.773189888,0.733740578,-0.524524468,0,0.194156014,0.064538521,-0.204412515,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.586082361,-0.279920067,-0.271357844,-0.614203978,0.098637588
773,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.805625164,-0.271357844,1.176263223,0.098637588
774,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.028573372,0.410062817,-0.13955188,1.176263223,-0.064691321
775,good,0.31121257,0.205852054,0.733740578,0.346624608,0,-0.472604411,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,-0.001152738,-0.586082361,-0.279920067,0.762140052,0.405465108,-0.064691321
776,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,0.461034959,-0.279920067,0.762140052,-0.614203978,-0.064691321
777,good,0.31121257,0.205852054,0.733740578,-0.524524468,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.271357844,1.176263223,0.098637588
778,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,0.587786665,0.121178625,-0.031090587,0.298716667,0.112477983,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
779,good,0.31121257,-0.354821375,0.733740578,-0.524524468,0,0.194156014,-0.157300289,-0.204412515,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.034191365,0.805625164,0.762140052,1.176263223,0.098637588
780,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
781,bad,-0.528844129,-0.354821375,0.733740578,-0.524524468,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,0.587786665,0.121178625,-0.031090587,0.298716667,-0.070150705,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
782,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,-0.279920067,0.762140052,1.176263223,0.098637588
783,good,-0.060465196,0.205852054,-1.234070835,0.346624608,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,0.461034959,0.805625164,-0.271357844,-0.614203978,0.098637588
784,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,-0.070150705,-0.028573372,-0.279920067,-0.13955188,-0.614203978,-0.064691321
785,good,0.31121257,-0.354821375,-0.088318617,-0.108688306,0,0.194156014,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,0.461034959,0.805625164,0.762140052,-0.614203978,0.098637588
786,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.028573372,-0.279920067,0.762140052,-0.614203978,0.098637588
787,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.410062817,0.762140052,1.176263223,-0.064691321
788,good,0.31121257,0.205852054,0.733740578,-1.134979933,0,0.194156014,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.034191365,0.805625164,0.762140052,1.176263223,0.098637588
789,bad,0.31121257,-0.354821375,-0.085157808,-1.134979933,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
790,bad,-0.060465196,-0.354821375,0.733740578,-0.524524468,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,0.054941118,-0.586082361,-0.279920067,-0.271357844,-0.614203978,0.098637588
791,bad,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
792,good,0.31121257,-0.354821375,-0.088318617,-0.108688306,0,0.194156014,0.064538521,-0.204412515,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.805625164,0.762140052,1.176263223,0.098637588
793,good,-0.060465196,0.205852054,0.733740578,1.312186389,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.028573372,-0.279920067,0.762140052,1.176263223,-0.064691321
794,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,-0.472604411,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,0.405465108,-0.064691321
795,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.586082361,-0.279920067,0.762140052,1.176263223,0.098637588
796,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,-0.028573372,-0.279920067,-0.13955188,1.176263223,-0.064691321
797,bad,0.31121257,-0.354821375,-0.088318617,-0.108688306,0,-0.472604411,0.190472769,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,0.805625164,0.762140052,-0.614203978,0.098637588
798,good,-0.528844129,0.205852054,0.733740578,0.346624608,0,-0.40444522,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,-0.028573372,-0.279920067,-0.271357844,1.176263223,-0.064691321
799,good,0.31121257,0.205852054,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,0.762140052,1.176263223,0.098637588
800,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,0.461034959,-0.279920067,0.762140052,-0.614203978,-0.064691321
801,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,-0.472604411,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,1.176263223,-0.064691321
802,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,-0.40444522,0.064538521,0.078471615,0.134780612,-0.00281611,0.587786665,-0.477550835,-0.031090587,0.298716667,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,0.098637588
803,good,-0.528844129,-0.354821375,0.733740578,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
804,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.410062817,0.762140052,1.176263223,-0.064691321
805,good,-0.528844129,-0.354821375,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,0.461034959,-0.279920067,0.762140052,-0.614203978,-0.064691321
806,bad,-0.528844129,-0.773189888,-0.088318617,-0.524524468,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.112477983,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
807,good,-0.060465196,0.205852054,-0.088318617,1.312186389,0,0.194156014,0.064538521,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
808,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,0.410062817,0.762140052,1.176263223,-0.064691321
809,good,0.31121257,-0.773189888,-1.234070835,-0.524524468,0,-0.472604411,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,-0.070150705,-0.586082361,0.805625164,-0.271357844,-0.614203978,0.098637588
810,bad,-0.060465196,0.205852054,-1.234070835,0.346624608,0,-0.40444522,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.112477983,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
811,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,0.461034959,-0.279920067,-0.271357844,-0.614203978,0.098637588
812,good,-0.060465196,0.205852054,-0.088318617,1.312186389,0,0.194156014,0.064538521,0.078471615,-0.074877499,-0.00281611,0.587786665,-0.477550835,-0.031090587,0.298716667,0.054941118,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
813,bad,-0.528844129,-0.773189888,0.733740578,-0.524524468,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.805625164,-0.271357844,-0.614203978,0.098637588
814,bad,0.31121257,0.205852054,-0.088318617,-1.134979933,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
815,bad,0.31121257,0.205852054,-0.088318617,-1.134979933,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
816,good,0.31121257,-0.354821375,-0.085157808,-0.524524468,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
817,good,0.31121257,0.205852054,-0.088318617,1.312186389,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,0.461034959,-0.279920067,0.762140052,1.176263223,-0.064691321
818,good,-0.528844129,0.205852054,0.733740578,1.312186389,0,-0.40444522,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.034191365,0.410062817,-0.271357844,1.176263223,0.098637588
819,good,0.31121257,-1.802809305,-0.088318617,-0.524524468,0,0.194156014,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
820,bad,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,0.054941118,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
821,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,1.176263223,0.098637588
822,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,0.112477983,-0.034191365,0.410062817,-0.271357844,0.405465108,-0.064691321
823,bad,0.31121257,0.205852054,-0.088318617,-0.524524468,0,0.194156014,0.190472769,0.022780028,-0.074877499,0.015408625,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.070150705,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
824,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
825,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.064538521,-0.204412515,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,-0.034191365,-0.279920067,-0.271357844,1.176263223,0.098637588
826,good,-0.060465196,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
827,bad,-0.060465196,0.205852054,0.733740578,-0.108688306,0,-0.40444522,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,0.461034959,-0.279920067,-0.271357844,-0.614203978,0.098637588
828,bad,0.31121257,-0.354821375,-1.234070835,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,0.015408625,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.070150705,-0.034191365,-0.279920067,-0.271357844,1.176263223,-0.064691321
829,bad,0.31121257,-0.773189888,-0.088318617,-0.524524468,0,-0.472604411,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,0.805625164,0.762140052,-0.614203978,-0.064691321
830,good,0.31121257,-0.354821375,-0.085157808,-1.134979933,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.586082361,-0.279920067,0.762140052,-0.614203978,0.098637588
831,good,0.31121257,0.205852054,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.034191365,-0.279920067,0.762140052,1.176263223,0.098637588
832,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
833,bad,-0.060465196,-0.773189888,-1.234070835,-1.134979933,0,-0.40444522,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
834,good,0.31121257,-0.354821375,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.410062817,0.762140052,-0.614203978,0.098637588
835,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,0.461034959,0.410062817,-0.271357844,0.405465108,-0.064691321
836,bad,0.31121257,0.205852054,-1.234070835,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
837,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.034191365,0.410062817,0.762140052,1.176263223,-0.064691321
838,good,-0.528844129,0.205852054,-0.088318617,1.312186389,0,-0.40444522,0.190472769,0.078471615,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
839,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,0.805625164,-0.271357844,-0.614203978,0.098637588
840,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
841,bad,-0.060465196,-0.354821375,-0.088318617,-0.524524468,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
842,good,-0.060465196,0.205852054,-0.085157808,-0.108688306,0,0.194156014,0.064538521,0.078471615,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.070150705,0.461034959,0.805625164,-0.271357844,1.176263223,-0.064691321
843,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
844,good,0.31121257,0.205852054,-1.234070835,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.271357844,1.176263223,0.098637588
845,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,1.176263223,0.098637588
846,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.034191365,-0.279920067,0.762140052,-0.614203978,0.098637588
847,bad,0.31121257,-0.354821375,-0.088318617,-0.108688306,0,-0.40444522,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.034191365,-0.279920067,0.762140052,1.176263223,-0.064691321
848,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
849,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
850,bad,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
851,bad,-0.060465196,0.205852054,0.733740578,-0.108688306,0,-0.40444522,-0.157300289,0.022780028,0.134780612,-0.00281611,0.587786665,-0.477550835,-0.031090587,-0.032103245,-0.070150705,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
852,good,0.31121257,-0.354821375,0.733740578,-0.108688306,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,0.805625164,0.762140052,1.176263223,0.098637588
853,good,0.31121257,0.205852054,0.733740578,0.346624608,0,-0.472604411,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.586082361,0.410062817,-0.271357844,1.176263223,0.098637588
854,bad,-0.060465196,0.205852054,-1.234070835,-0.108688306,0,-0.472604411,-0.157300289,0.078471615,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
855,good,0.31121257,-0.773189888,-0.085157808,-0.524524468,0,0.194156014,0.190472769,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.034191365,-0.279920067,-0.271357844,1.176263223,0.098637588
856,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,0.461034959,-0.279920067,-0.13955188,1.176263223,0.098637588
857,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.028573372,0.805625164,0.762140052,1.176263223,0.098637588
858,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.586082361,-0.279920067,-0.271357844,1.176263223,0.098637588
859,bad,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.028573372,-0.279920067,-0.271357844,-0.614203978,0.098637588
860,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.022780028,-0.074877499,0.015408625,0.587786665,0.121178625,-0.031090587,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.13955188,1.176263223,-0.064691321
861,good,-0.060465196,-0.354821375,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,0.461034959,0.805625164,0.762140052,1.176263223,-0.064691321
862,bad,-0.060465196,0.205852054,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.034191365,-0.279920067,-0.271357844,1.176263223,0.098637588
863,bad,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,0.098637588
864,good,-0.060465196,-0.354821375,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.078471615,0.134780612,0.015408625,-0.027973852,-0.477550835,-0.031090587,-0.431137463,-0.070150705,0.461034959,-0.279920067,0.762140052,1.176263223,0.098637588
865,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
866,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.034191365,-0.279920067,0.762140052,1.176263223,-0.064691321
867,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,0.112477983,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
868,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,1.176263223,-0.064691321
869,good,0.31121257,-0.354821375,-0.088318617,-0.524524468,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.028573372,-0.279920067,0.762140052,1.176263223,-0.064691321
870,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
871,good,0.31121257,-0.354821375,-0.085157808,-0.524524468,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,0.762140052,1.176263223,0.098637588
